Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
QC,Crops,5207,South America,5510,Production,394,"Pumpkins, squash and gourds",1979,1979,tonnes,669588,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5207,South America,5510,Production,394,"Pumpkins, squash and gourds",1980,1980,tonnes,779866,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5207,South America,5510,Production,394,"Pumpkins, squash and gourds",1981,1981,tonnes,703455,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5207,South America,5510,Production,394,"Pumpkins, squash and gourds",1982,1982,tonnes,782903,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5207,South America,5510,Production,394,"Pumpkins, squash and gourds",1983,1983,tonnes,739617,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5207,South America,5510,Production,394,"Pumpkins, squash and gourds",1984,1984,tonnes,783627,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5207,South America,5510,Production,394,"Pumpkins, squash and gourds",1985,1985,tonnes,763260,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5207,South America,5510,Production,394,"Pumpkins, squash and gourds",1986,1986,tonnes,793372,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5207,South America,5510,Production,394,"Pumpkins, squash and gourds",1987,1987,tonnes,779551,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5207,South America,5510,Production,394,"Pumpkins, squash and gourds",1988,1988,tonnes,792175,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5207,South America,5510,Production,394,"Pumpkins, squash and gourds",1989,1989,tonnes,772793,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5207,South America,5510,Production,394,"Pumpkins, squash and gourds",1990,1990,tonnes,761746,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5207,South America,5510,Production,394,"Pumpkins, squash and gourds",1991,1991,tonnes,830687,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5207,South America,5510,Production,394,"Pumpkins, squash and gourds",1992,1992,tonnes,749183,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5207,South America,5510,Production,394,"Pumpkins, squash and gourds",1993,1993,tonnes,708103,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5207,South America,5510,Production,394,"Pumpkins, squash and gourds",1994,1994,tonnes,844342,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5207,South America,5510,Production,394,"Pumpkins, squash and gourds",1995,1995,tonnes,857102,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5207,South America,5510,Production,394,"Pumpkins, squash and gourds",1996,1996,tonnes,842762,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5207,South America,5510,Production,394,"Pumpkins, squash and gourds",1997,1997,tonnes,768783,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5207,South America,5510,Production,394,"Pumpkins, squash and gourds",1998,1998,tonnes,715790,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5207,South America,5510,Production,394,"Pumpkins, squash and gourds",1999,1999,tonnes,725325,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5207,South America,5510,Production,394,"Pumpkins, squash and gourds",2000,2000,tonnes,723931,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5207,South America,5510,Production,394,"Pumpkins, squash and gourds",2001,2001,tonnes,677550,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5207,South America,5510,Production,394,"Pumpkins, squash and gourds",2002,2002,tonnes,683744,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5207,South America,5510,Production,394,"Pumpkins, squash and gourds",2003,2003,tonnes,743628,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5207,South America,5510,Production,394,"Pumpkins, squash and gourds",2004,2004,tonnes,726176,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5207,South America,5510,Production,394,"Pumpkins, squash and gourds",2005,2005,tonnes,723474,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5207,South America,5510,Production,394,"Pumpkins, squash and gourds",2006,2006,tonnes,673901,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5207,South America,5510,Production,394,"Pumpkins, squash and gourds",2007,2007,tonnes,666624,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5207,South America,5510,Production,394,"Pumpkins, squash and gourds",2008,2008,tonnes,695168,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5207,South America,5510,Production,394,"Pumpkins, squash and gourds",2009,2009,tonnes,761980,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5207,South America,5510,Production,394,"Pumpkins, squash and gourds",2010,2010,tonnes,786701,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5207,South America,5510,Production,394,"Pumpkins, squash and gourds",2011,2011,tonnes,801138,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5207,South America,5510,Production,394,"Pumpkins, squash and gourds",2012,2012,tonnes,840326,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5207,South America,5510,Production,394,"Pumpkins, squash and gourds",2013,2013,tonnes,762783,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5207,South America,5510,Production,394,"Pumpkins, squash and gourds",2014,2014,tonnes,770201,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5207,South America,5510,Production,567,Watermelons,1961,1961,tonnes,667354,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5207,South America,5510,Production,567,Watermelons,1962,1962,tonnes,678135,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5207,South America,5510,Production,567,Watermelons,1963,1963,tonnes,673488,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5207,South America,5510,Production,567,Watermelons,1964,1964,tonnes,707018,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5207,South America,5510,Production,567,Watermelons,1965,1965,tonnes,719622,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5207,South America,5510,Production,567,Watermelons,1966,1966,tonnes,723058,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5207,South America,5510,Production,567,Watermelons,1967,1967,tonnes,806001,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5207,South America,5510,Production,567,Watermelons,1968,1968,tonnes,796232,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5207,South America,5510,Production,567,Watermelons,1969,1969,tonnes,792391,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5207,South America,5510,Production,567,Watermelons,1970,1970,tonnes,759945,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5207,South America,5510,Production,567,Watermelons,1971,1971,tonnes,788947,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5207,South America,5510,Production,567,Watermelons,1972,1972,tonnes,746102,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5207,South America,5510,Production,567,Watermelons,1973,1973,tonnes,803630,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5207,South America,5510,Production,567,Watermelons,1974,1974,tonnes,735515,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5207,South America,5510,Production,567,Watermelons,1975,1975,tonnes,800111,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5207,South America,5510,Production,567,Watermelons,1976,1976,tonnes,791437,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5207,South America,5510,Production,567,Watermelons,1977,1977,tonnes,778901,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5207,South America,5510,Production,567,Watermelons,1978,1978,tonnes,900912,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5207,South America,5510,Production,567,Watermelons,1979,1979,tonnes,902472,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5207,South America,5510,Production,567,Watermelons,1980,1980,tonnes,951576,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5207,South America,5510,Production,567,Watermelons,1981,1981,tonnes,886849,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5207,South America,5510,Production,567,Watermelons,1982,1982,tonnes,965718,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5207,South America,5510,Production,567,Watermelons,1983,1983,tonnes,905901,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5207,South America,5510,Production,567,Watermelons,1984,1984,tonnes,915679,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5207,South America,5510,Production,567,Watermelons,1985,1985,tonnes,893804,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5207,South America,5510,Production,567,Watermelons,1986,1986,tonnes,909152,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5207,South America,5510,Production,567,Watermelons,1987,1987,tonnes,955883,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5207,South America,5510,Production,567,Watermelons,1988,1988,tonnes,1008007,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5207,South America,5510,Production,567,Watermelons,1989,1989,tonnes,1000964,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5207,South America,5510,Production,567,Watermelons,1990,1990,tonnes,977843,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5207,South America,5510,Production,567,Watermelons,1991,1991,tonnes,1062974,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5207,South America,5510,Production,567,Watermelons,1992,1992,tonnes,1019195,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5207,South America,5510,Production,567,Watermelons,1993,1993,tonnes,1144956,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5207,South America,5510,Production,567,Watermelons,1994,1994,tonnes,1192500,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5207,South America,5510,Production,567,Watermelons,1995,1995,tonnes,1488521,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5207,South America,5510,Production,567,Watermelons,1996,1996,tonnes,1324480,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5207,South America,5510,Production,567,Watermelons,1997,1997,tonnes,1339835,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5207,South America,5510,Production,567,Watermelons,1998,1998,tonnes,1365011,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5207,South America,5510,Production,567,Watermelons,1999,1999,tonnes,1376330,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5207,South America,5510,Production,567,Watermelons,2000,2000,tonnes,1326118,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5207,South America,5510,Production,567,Watermelons,2001,2001,tonnes,1581740,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5207,South America,5510,Production,567,Watermelons,2002,2002,tonnes,2219335,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5207,South America,5510,Production,567,Watermelons,2003,2003,tonnes,2598676,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5207,South America,5510,Production,567,Watermelons,2004,2004,tonnes,2498904,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5207,South America,5510,Production,567,Watermelons,2005,2005,tonnes,2441922,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5207,South America,5510,Production,567,Watermelons,2006,2006,tonnes,2624366,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5207,South America,5510,Production,567,Watermelons,2007,2007,tonnes,2831678,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5207,South America,5510,Production,567,Watermelons,2008,2008,tonnes,2728764,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5207,South America,5510,Production,567,Watermelons,2009,2009,tonnes,2864408,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5207,South America,5510,Production,567,Watermelons,2010,2010,tonnes,2883064,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5207,South America,5510,Production,567,Watermelons,2011,2011,tonnes,3027819,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5207,South America,5510,Production,567,Watermelons,2012,2012,tonnes,2836485,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5207,South America,5510,Production,567,Watermelons,2013,2013,tonnes,2961383,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5207,South America,5510,Production,567,Watermelons,2014,2014,tonnes,3112460,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5300,Asia,5510,Production,397,Cucumbers and gherkins,1961,1961,tonnes,6043859,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5300,Asia,5510,Production,397,Cucumbers and gherkins,1962,1962,tonnes,6180712,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5300,Asia,5510,Production,397,Cucumbers and gherkins,1963,1963,tonnes,5806666,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5300,Asia,5510,Production,397,Cucumbers and gherkins,1964,1964,tonnes,5484063,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5300,Asia,5510,Production,397,Cucumbers and gherkins,1965,1965,tonnes,5759340,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5300,Asia,5510,Production,397,Cucumbers and gherkins,1966,1966,tonnes,5785065,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5300,Asia,5510,Production,397,Cucumbers and gherkins,1967,1967,tonnes,6037317,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5300,Asia,5510,Production,397,Cucumbers and gherkins,1968,1968,tonnes,6604487,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5300,Asia,5510,Production,397,Cucumbers and gherkins,1969,1969,tonnes,6906690,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5300,Asia,5510,Production,397,Cucumbers and gherkins,1970,1970,tonnes,5511300,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5300,Asia,5510,Production,397,Cucumbers and gherkins,1971,1971,tonnes,6032758,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5300,Asia,5510,Production,397,Cucumbers and gherkins,1972,1972,tonnes,5925527,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5300,Asia,5510,Production,397,Cucumbers and gherkins,1973,1973,tonnes,6305677,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5300,Asia,5510,Production,397,Cucumbers and gherkins,1974,1974,tonnes,6359582,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5300,Asia,5510,Production,397,Cucumbers and gherkins,1975,1975,tonnes,6626366,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5300,Asia,5510,Production,397,Cucumbers and gherkins,1976,1976,tonnes,6712138,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5300,Asia,5510,Production,397,Cucumbers and gherkins,1977,1977,tonnes,7086402,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5300,Asia,5510,Production,397,Cucumbers and gherkins,1978,1978,tonnes,7417888,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5300,Asia,5510,Production,397,Cucumbers and gherkins,1979,1979,tonnes,7490596,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5300,Asia,5510,Production,397,Cucumbers and gherkins,1980,1980,tonnes,7550116,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5300,Asia,5510,Production,397,Cucumbers and gherkins,1981,1981,tonnes,8332211,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5300,Asia,5510,Production,397,Cucumbers and gherkins,1982,1982,tonnes,9018011,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5300,Asia,5510,Production,397,Cucumbers and gherkins,1983,1983,tonnes,9048155,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5300,Asia,5510,Production,397,Cucumbers and gherkins,1984,1984,tonnes,9396983,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5300,Asia,5510,Production,397,Cucumbers and gherkins,1985,1985,tonnes,10218559,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5300,Asia,5510,Production,397,Cucumbers and gherkins,1986,1986,tonnes,10326560,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5300,Asia,5510,Production,397,Cucumbers and gherkins,1987,1987,tonnes,10558437,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5300,Asia,5510,Production,397,Cucumbers and gherkins,1988,1988,tonnes,10165341,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5300,Asia,5510,Production,397,Cucumbers and gherkins,1989,1989,tonnes,10761107,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5300,Asia,5510,Production,397,Cucumbers and gherkins,1990,1990,tonnes,12118534,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5300,Asia,5510,Production,397,Cucumbers and gherkins,1991,1991,tonnes,12054306,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5300,Asia,5510,Production,397,Cucumbers and gherkins,1992,1992,tonnes,13098105,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5300,Asia,5510,Production,397,Cucumbers and gherkins,1993,1993,tonnes,14984197,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5300,Asia,5510,Production,397,Cucumbers and gherkins,1994,1994,tonnes,16460313,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5300,Asia,5510,Production,397,Cucumbers and gherkins,1995,1995,tonnes,17877634,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5300,Asia,5510,Production,397,Cucumbers and gherkins,1996,1996,tonnes,19607936,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5300,Asia,5510,Production,397,Cucumbers and gherkins,1997,1997,tonnes,20341671,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5300,Asia,5510,Production,397,Cucumbers and gherkins,1998,1998,tonnes,21623463,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5300,Asia,5510,Production,397,Cucumbers and gherkins,1999,1999,tonnes,23402199,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5300,Asia,5510,Production,397,Cucumbers and gherkins,2000,2000,tonnes,30506288,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5300,Asia,5510,Production,397,Cucumbers and gherkins,2001,2001,tonnes,32135020,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5300,Asia,5510,Production,397,Cucumbers and gherkins,2002,2002,tonnes,35011507,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5300,Asia,5510,Production,397,Cucumbers and gherkins,2003,2003,tonnes,34996468,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5300,Asia,5510,Production,397,Cucumbers and gherkins,2004,2004,tonnes,34888822,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5300,Asia,5510,Production,397,Cucumbers and gherkins,2005,2005,tonnes,38145640,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5300,Asia,5510,Production,397,Cucumbers and gherkins,2006,2006,tonnes,41222284,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5300,Asia,5510,Production,397,Cucumbers and gherkins,2007,2007,tonnes,46118806,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5300,Asia,5510,Production,397,Cucumbers and gherkins,2008,2008,tonnes,50038193,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5300,Asia,5510,Production,397,Cucumbers and gherkins,2009,2009,tonnes,52342690,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5300,Asia,5510,Production,397,Cucumbers and gherkins,2010,2010,tonnes,53991533,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5300,Asia,5510,Production,397,Cucumbers and gherkins,2011,2011,tonnes,57667573,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5300,Asia,5510,Production,397,Cucumbers and gherkins,2012,2012,tonnes,60362490,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5300,Asia,5510,Production,397,Cucumbers and gherkins,2013,2013,tonnes,62912972,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5300,Asia,5510,Production,397,Cucumbers and gherkins,2014,2014,tonnes,65507721,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5300,Asia,5510,Production,568,"Melons, other (inc.cantaloupes)",1961,1961,tonnes,4351784,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5300,Asia,5510,Production,568,"Melons, other (inc.cantaloupes)",1962,1962,tonnes,3932830,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5300,Asia,5510,Production,568,"Melons, other (inc.cantaloupes)",1963,1963,tonnes,3720953,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5300,Asia,5510,Production,568,"Melons, other (inc.cantaloupes)",1964,1964,tonnes,3736642,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5300,Asia,5510,Production,568,"Melons, other (inc.cantaloupes)",1965,1965,tonnes,3865922,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5300,Asia,5510,Production,568,"Melons, other (inc.cantaloupes)",1966,1966,tonnes,3821671,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5300,Asia,5510,Production,568,"Melons, other (inc.cantaloupes)",1967,1967,tonnes,4012949,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5300,Asia,5510,Production,568,"Melons, other (inc.cantaloupes)",1968,1968,tonnes,4271462,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5300,Asia,5510,Production,568,"Melons, other (inc.cantaloupes)",1969,1969,tonnes,4217877,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5300,Asia,5510,Production,568,"Melons, other (inc.cantaloupes)",1970,1970,tonnes,3668237,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5300,Asia,5510,Production,568,"Melons, other (inc.cantaloupes)",1971,1971,tonnes,4018293,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5300,Asia,5510,Production,568,"Melons, other (inc.cantaloupes)",1972,1972,tonnes,3963215,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5300,Asia,5510,Production,568,"Melons, other (inc.cantaloupes)",1973,1973,tonnes,3744985,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5300,Asia,5510,Production,568,"Melons, other (inc.cantaloupes)",1974,1974,tonnes,4057177,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5300,Asia,5510,Production,568,"Melons, other (inc.cantaloupes)",1975,1975,tonnes,4406509,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5300,Asia,5510,Production,568,"Melons, other (inc.cantaloupes)",1976,1976,tonnes,4645478,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5300,Asia,5510,Production,568,"Melons, other (inc.cantaloupes)",1977,1977,tonnes,4718053,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5300,Asia,5510,Production,568,"Melons, other (inc.cantaloupes)",1978,1978,tonnes,5089427,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5300,Asia,5510,Production,568,"Melons, other (inc.cantaloupes)",1979,1979,tonnes,5368134,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5300,Asia,5510,Production,568,"Melons, other (inc.cantaloupes)",1980,1980,tonnes,5145144,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5300,Asia,5510,Production,568,"Melons, other (inc.cantaloupes)",1981,1981,tonnes,5830665,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5300,Asia,5510,Production,568,"Melons, other (inc.cantaloupes)",1982,1982,tonnes,6236438,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5300,Asia,5510,Production,568,"Melons, other (inc.cantaloupes)",1983,1983,tonnes,6361905,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5300,Asia,5510,Production,568,"Melons, other (inc.cantaloupes)",1984,1984,tonnes,6952393,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5300,Asia,5510,Production,568,"Melons, other (inc.cantaloupes)",1985,1985,tonnes,8796943,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5300,Asia,5510,Production,568,"Melons, other (inc.cantaloupes)",1986,1986,tonnes,8936427,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5300,Asia,5510,Production,568,"Melons, other (inc.cantaloupes)",1987,1987,tonnes,8966746,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5300,Asia,5510,Production,568,"Melons, other (inc.cantaloupes)",1988,1988,tonnes,9470446,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5300,Asia,5510,Production,568,"Melons, other (inc.cantaloupes)",1989,1989,tonnes,7978388,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5300,Asia,5510,Production,568,"Melons, other (inc.cantaloupes)",1990,1990,tonnes,8314068,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5300,Asia,5510,Production,568,"Melons, other (inc.cantaloupes)",1991,1991,tonnes,8291510,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5300,Asia,5510,Production,568,"Melons, other (inc.cantaloupes)",1992,1992,tonnes,9058930,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5300,Asia,5510,Production,568,"Melons, other (inc.cantaloupes)",1993,1993,tonnes,9620726,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5300,Asia,5510,Production,568,"Melons, other (inc.cantaloupes)",1994,1994,tonnes,9416439,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5300,Asia,5510,Production,568,"Melons, other (inc.cantaloupes)",1995,1995,tonnes,9931495,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5300,Asia,5510,Production,568,"Melons, other (inc.cantaloupes)",1996,1996,tonnes,10751569,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5300,Asia,5510,Production,568,"Melons, other (inc.cantaloupes)",1997,1997,tonnes,9771681,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5300,Asia,5510,Production,568,"Melons, other (inc.cantaloupes)",1998,1998,tonnes,10637737,A,"Aggregate, may include official, semi-official, estimated or calculated data"
